,model,C0,S0,pato0,k_ap,GFP
246,original,0.1,0.1,9.0,0.001788649529057435,1315.829293790431
247,original,0.1,0.1,9.0,0.00210490414451202,1316.8900350166325
248,original,0.1,0.1,9.0,0.0024770763559917087,1317.788227818841
249,original,0.1,0.1,9.0,0.002915053062825176,1318.5490501293457
250,original,0.1,0.1,9.0,0.0034304692863149156,1319.193794153886
251,original,0.1,0.1,9.0,0.004037017258596553,1319.740351309826
252,original,0.1,0.1,9.0,0.004750810162102793,1320.2038176673561
253,original,0.1,0.1,9.0,0.005590810182512223,1320.5969276289943
254,original,0.1,0.1,9.0,0.006579332246575676,1320.930442799047
255,original,0.1,0.1,9.0,0.007742636826811269,1321.2134654351876
256,original,0.1,0.1,9.0,0.009111627561154887,1321.4536876798961
257,original,0.1,0.1,9.0,0.010722672220103232,1321.6576442915043
258,original,0.1,0.1,9.0,0.012618568830660211,1321.830788833852
259,original,0.1,0.1,9.0,0.014849682622544635,1321.9778047205928
260,original,0.1,0.1,9.0,0.017475284000076828,1322.1026915255604
261,original,0.1,0.1,9.0,0.020565123083486514,1322.2087322758268
262,original,0.1,0.1,9.0,0.024201282647943835,1322.2988329126538
263,original,0.1,0.1,9.0,0.02848035868435799,1322.3753707595977
264,original,0.1,0.1,9.0,0.03351602650938841,1322.440406146737
265,original,0.1,0.1,9.0,0.03944206059437656,1322.495664062142
266,original,0.1,0.1,9.0,0.046415888336127725,1322.5426130273624
267,original,0.1,0.1,9.0,0.05462277217684337,1322.582517321807
268,original,0.1,0.1,9.0,0.06428073117284319,1322.616436107596
269,original,0.1,0.1,9.0,0.07564633275546291,1322.6452614982811
270,original,0.1,0.1,9.0,0.08902150854450375,1322.66976495338
271,original,0.1,0.1,9.0,0.1047615752789664,1322.6905911232052
272,original,0.1,0.1,9.0,0.12328467394420659,1322.7082975272872
273,original,0.1,0.1,9.0,0.145082877849594,1322.7233506895466
274,original,0.1,0.1,9.0,0.17073526474706888,1322.736153062372
275,original,0.1,0.1,9.0,0.2009233002565046,1322.7470312183307
276,original,0.1,0.1,9.0,0.23644894126454072,1322.7562863104522
277,original,0.1,0.1,9.0,0.2782559402207126,1322.764175357103
278,original,0.1,0.1,9.0,0.3274549162877725,1322.77084271872
279,original,0.1,0.1,9.0,0.38535285937105274,1322.7765379371024
280,original,0.1,0.1,9.0,0.4534878508128582,1322.7813689680706
281,original,0.1,0.1,9.0,0.5336699231206302,1322.785479828018
282,original,0.1,0.1,9.0,0.6280291441834247,1322.7889805627347
283,original,0.1,0.1,9.0,0.7390722033525775,1322.7919695570015
284,original,0.1,0.1,9.0,0.8697490026177834,1322.794478864573
285,original,0.1,0.1,9.0,1.0235310218990248,1322.7966247111829
286,original,0.1,0.1,9.0,1.2045035402587811,1322.7984511244256
287,original,0.1,0.1,9.0,1.4174741629268048,1322.8000047385608
288,original,0.1,0.1,9.0,1.6681005372000592,1322.8013189588942
289,original,0.1,0.1,9.0,1.9630406500402684,1322.8024391494903
290,original,0.1,0.1,9.0,2.310129700083158,1322.803394734546
291,original,0.1,0.1,9.0,2.71858824273294,1322.8042040620007
292,original,0.1,0.1,9.0,3.1992671377973845,1322.8048983465085
293,original,0.1,0.1,9.0,3.7649358067924634,1322.8054777594525
294,original,0.1,0.1,9.0,4.430621457583878,1322.805978615301
295,original,0.1,0.1,9.0,5.214008287999684,1322.8064061924142
296,original,0.1,0.1,9.0,6.135907273413163,1322.8067583244047
297,original,0.1,0.1,9.0,7.220809018385457,1322.8070667418483
298,original,0.1,0.1,9.0,8.497534359086439,1322.8073252158317
299,original,0.1,0.1,9.0,10.0,1322.8075448332174
300,original,0.1,0.31622776601683794,1.0,1e-06,893.5716410668286
301,original,0.1,0.31622776601683794,1.0,1.1768119524349991e-06,895.2958564904004
302,original,0.1,0.31622776601683794,1.0,1.3848863713938717e-06,897.3079773687914
303,original,0.1,0.31622776601683794,1.0,1.6297508346206435e-06,899.65270171874
304,original,0.1,0.31622776601683794,1.0,1.917910261672489e-06,902.3804315719217
305,original,0.1,0.31622776601683794,1.0,2.2570197196339214e-06,905.5476453882214
306,original,0.1,0.31622776601683794,1.0,2.656087782946684e-06,909.2170543137113
307,original,0.1,0.31622776601683794,1.0,3.1257158496882352e-06,913.4572407102211
308,original,0.1,0.31622776601683794,1.0,3.6783797718286343e-06,918.3426761751653
309,original,0.1,0.31622776601683794,1.0,4.328761281083061e-06,923.9525323434202
310,original,0.1,0.31622776601683794,1.0,5.0941380148163755e-06,930.3694664035894
311,original,0.1,0.31622776601683794,1.0,5.994842503189409e-06,937.6777459199856
312,original,0.1,0.31622776601683794,1.0,7.0548023107186455e-06,945.9605022037148
313,original,0.1,0.31622776601683794,1.0,8.302175681319735e-06,955.2961724905355
314,original,0.1,0.31622776601683794,1.0,9.770099572992246e-06,965.7545914404499
315,original,0.1,0.31622776601683794,1.0,1.1497569953977357e-05,977.3916827153159
316,original,0.1,0.31622776601683794,1.0,1.3530477745798076e-05,990.2442236853374
317,original,0.1,0.31622776601683794,1.0,1.5922827933410938e-05,1004.3236419213116
318,original,0.1,0.31622776601683794,1.0,1.873817422860383e-05,1019.6097184256419
319,original,0.1,0.31622776601683794,1.0,2.2051307399030455e-05,1036.0449244150657
320,original,0.1,0.31622776601683794,1.0,2.5950242113997373e-05,1053.5293841020093
321,original,0.1,0.31622776601683794,1.0,3.053855508833412e-05,1071.9183668618723
322,original,0.1,0.31622776601683794,1.0,3.5938136638046256e-05,1091.0227624601755
323,original,0.1,0.31622776601683794,1.0,4.229242874389499e-05,1110.6137814415883
324,original,0.1,0.31622776601683794,1.0,4.977023564332114e-05,1130.431144280313
325,original,0.1,0.31622776601683794,1.0,5.857020818056661e-05,1150.1947144442174
326,original,0.1,0.31622776601683794,1.0,6.892612104349695e-05,1169.6174308917518
327,original,0.1,0.31622776601683794,1.0,8.111308307896872e-05,1188.4187549502674
328,original,0.1,0.31622776601683794,1.0,9.545484566618328e-05,1206.336254757941
329,original,0.1,0.31622776601683794,1.0,0.00011233240329780277,1223.135242220439
330,original,0.1,0.31622776601683794,1.0,0.00013219411484660288,1238.615934839301
331,original,0.1,0.31622776601683794,1.0,0.00015556761439304722,1252.6189057906313
332,original,0.1,0.31622776601683794,1.0,0.0001830738280295368,1265.0308959398876
333,original,0.1,0.31622776601683794,1.0,0.00021544346900318823,1275.7926703556805
334,original,0.1,0.31622776601683794,1.0,0.00025353644939701115,1284.9087325538508
335,original,0.1,0.31622776601683794,1.0,0.0002983647240283337,1292.45444006149
336,original,0.1,0.31622776601683794,1.0,0.0003511191734215131,1298.5725364186972
337,original,0.1,0.31622776601683794,1.0,0.00041320124001153346,1303.4545328000775
338,original,0.1,0.31622776601683794,1.0,0.00048626015800653534,1307.3117332196744
339,original,0.1,0.31622776601683794,1.0,0.0005722367659350214,1310.3474274929647
340,original,0.1,0.31622776601683794,1.0,0.0006734150657750821,1312.7390491876263
341,original,0.1,0.31622776601683794,1.0,0.0007924828983539169,1314.631568881861
342,original,0.1,0.31622776601683794,1.0,0.0009326033468832199,1316.1386604011843
343,original,0.1,0.31622776601683794,1.0,0.0010974987654930556,1317.3474373292363
344,original,0.1,0.31622776601683794,1.0,0.001291549665014884,1318.3239519879771
345,original,0.1,0.31622776601683794,1.0,0.0015199110829529332,1319.1183098649487
346,original,0.1,0.31622776601683794,1.0,0.001788649529057435,1319.768559483561
347,original,0.1,0.31622776601683794,1.0,0.00210490414451202,1320.3038392372912
348,original,0.1,0.31622776601683794,1.0,0.0024770763559917087,1320.7466397781081
349,original,0.1,0.31622776601683794,1.0,0.002915053062825176,1321.114502783648
350,original,0.1,0.31622776601683794,1.0,0.0034304692863149156,1321.421212537839
351,original,0.1,0.31622776601683794,1.0,0.004037017258596553,1321.6777288363246
352,original,0.1,0.31622776601683794,1.0,0.004750810162102793,1321.8928192660817
353,original,0.1,0.31622776601683794,1.0,0.005590810182512223,1322.0735670361955
354,original,0.1,0.31622776601683794,1.0,0.006579332246575676,1322.2257299575265
355,original,0.1,0.31622776601683794,1.0,0.007742636826811269,1322.3540350229482
356,original,0.1,0.31622776601683794,1.0,0.009111627561154887,1322.4623655637129
357,original,0.1,0.31622776601683794,1.0,0.010722672220103232,1322.5538963360757
358,original,0.1,0.31622776601683794,1.0,0.012618568830660211,1322.6313182717527
359,original,0.1,0.31622776601683794,1.0,0.014849682622544635,1322.6968604286394
360,original,0.1,0.31622776601683794,1.0,0.017475284000076828,1322.752378729724
361,original,0.1,0.31622776601683794,1.0,0.020565123083486514,1322.7994239604634
362,original,0.1,0.31622776601683794,1.0,0.024201282647943835,1322.839313216034
363,original,0.1,0.31622776601683794,1.0,0.02848035868435799,1322.8731408216008
364,original,0.1,0.31622776601683794,1.0,0.03351602650938841,1322.9018436968613
365,original,0.1,0.31622776601683794,1.0,0.03944206059437656,1322.926200650989
366,original,0.1,0.31622776601683794,1.0,0.046415888336127725,1322.946868299477
367,original,0.1,0.31622776601683794,1.0,0.05462277217684337,1322.964422594057
368,original,0.1,0.31622776601683794,1.0,0.06428073117284319,1322.9793220240722
369,original,0.1,0.31622776601683794,1.0,0.07564633275546291,1322.9919797201612
370,original,0.1,0.31622776601683794,1.0,0.08902150854450375,1323.002724103929
371,original,0.1,0.31622776601683794,1.0,0.1047615752789664,1323.0118512091228
372,original,0.1,0.31622776601683794,1.0,0.12328467394420659,1323.0196043483631
373,original,0.1,0.31622776601683794,1.0,0.145082877849594,1323.0261893101997
374,original,0.1,0.31622776601683794,1.0,0.17073526474706888,1323.0317843148978
375,original,0.1,0.31622776601683794,1.0,0.2009233002565046,1323.036528727445
376,original,0.1,0.31622776601683794,1.0,0.23644894126454072,1323.0405752519225
377,original,0.1,0.31622776601683794,1.0,0.2782559402207126,1323.0440065613095
378,original,0.1,0.31622776601683794,1.0,0.3274549162877725,1323.0469185624336
379,original,0.1,0.31622776601683794,1.0,0.38535285937105274,1323.0493963373058
380,original,0.1,0.31622776601683794,1.0,0.4534878508128582,1323.0515042032496
381,original,0.1,0.31622776601683794,1.0,0.5336699231206302,1323.0532956906195
382,original,0.1,0.31622776601683794,1.0,0.6280291441834247,1323.0548117489502
383,original,0.1,0.31622776601683794,1.0,0.7390722033525775,1323.0561020792557
